REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
IRQ,Iraq,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
IRL,Ireland,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ISR,Israel,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.5,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ITA,Italy,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.5,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
JPN,Japan,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low-Medium,Value: 3.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
JOR,Jordan,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.6,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
KAZ,Kazakhstan,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
KEN,Kenya,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.4,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
KWT,Kuwait,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
KGZ,Kyrgyzstan,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.5,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LAO,Lao People's Democratic Republic,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Medium-High,Value: 5.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LVA,Latvia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LBN,Lebanon,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.4,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LSO,Lesotho,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LBR,Liberia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low-Medium,Value: 2.5,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LBY,Libya,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 7.3,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LIE,Liechtenstein,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LTU,Lithuania,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LUX,Luxembourg,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MDG,Madagascar,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Medium-High,Value: 5.1,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MWI,Malawi,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,High,Value: 5.8,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MYS,Malaysia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Medium-High,Value: 4.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MLI,Mali,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,High,Value: 6.9,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MLT,Malta,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.7,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MRT,Mauritania,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,High,Value: 6.3,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MEX,Mexico,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.1,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MNG,Mongolia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MNE,Montenegro,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MAR,Morocco,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MOZ,Mozambique,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,High,Value: 6.9,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MMR,Myanmar,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Medium-High,Value: 5.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NAM,Namibia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NPL,Nepal,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NLD,Netherlands (Kingdom of the),CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NZL,New Zealand,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NIC,Nicaragua,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NER,Niger,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.6,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NGA,Nigeria,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.1,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MKD,North Macedonia,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 7.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NOR,Norway,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
OMN,Oman,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.3,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PAK,Pakistan,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 9.3,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PAN,Panama,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 1.5,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PNG,Papua New Guinea,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low,Value: 0.6,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PRY,Paraguay,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Low-Medium,Value: 2.2,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PER,Peru,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,High,Value: 7.0,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
PHL,Philippines,CCRI_WATER_SCARCITY,Water scarcity,,,IDX,Index,2020,Extremely High,Value: 8.3,"World Resources Institute (WRI) Aqueduct 3.0, UNEP/GRID-Europe, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects - World Resources Institute (WRI) Aqueduct 3.0, UNEP, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
